,topic,last_sentence,checked_sentence,eval_label,generated_sentence
89,Let's Go Bowling,Bowling,"Since the band's inception in 1986, the band's traditional ska style, barbershop harmonies, wisely crafted instrumentals, and its frantic live performances, helped set the standard for dress and culture for West Coast Ska, which in turn, set the groundwork for the Third Wave Movement in 1995.",Yeah and Let's Go Bowling band's traditional ska style helped set the standards for dress and culture for West Coast Ska.,I've never heard of bowling for soup lol. Do you bowl on a regular basis or do you bowl for fun?
90,Dylan's Candy Bar,They have everything! i just love it,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",Yes Ralph Laurens daughter Dylan  Lauren owns them,Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City
91,no_passages_used,"Yes, totally, it saceres me being alone, without her but sometimes we dont get alone that well!",no_passages_used,It seems like you should take time to work on yourself.,Did you ever go back to your partner for comfort? I know it can be hard to be apart from your partner.
92,NFL RedZone,that sounds awesome - how do you get that?,"""RedZone"" is based out of the NFL Network studios and is hosted by Scott Hanson, and airs commercial-free.",It is usually included with any package that has NFL Network. You can get it through direcTV. I get mine through Playstation Vue.,"You can watch it on the NFL Network. It is a ""special"" game-day exclusive."
93,American football,"American football
I love American football dont you?","American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",I do too! It's a great team sport played on a rectangular field between two goalposts.,I love it too. It's the most popular sport in the US.  Do you play?
94,Rick Grimes,He does a decent job. He has been meme'd to death because of that role.,"He awakens from a coma after a life-threatening gun shot wound to find the world overrun by zombies, to which they refer as ""walkers"".",I liked it when he awakens from a coma to find the world that he new is now overrun by zombies.,"Yes, he is a great actor. He was born in England and raised in the United Kingdom."
95,Harry Potter,It's not so much the tone as it is the fact that Harry was whiny and would constantly put his friends and the entire Hogwarts school at risk.  He had no connection with others' perspectives,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.","Well, the books have more than 500 copies sold worldwide, so some disagree.","Yes, he was a whiny and insensitive character. He was also a bit of a brat."
96,Skiing,I would never have guessed that!  Was it invented for practical purposes or just recreation?,The first depiction of a skier with two ski poles dates to 1741.,first depiction of a skier with two ski poles dates to 1741.,"The word ""ski"" is one of a handful of words that Norway has exported to other countries."
97,Ska,"I love all of those bands, formative years were spent jammin them, alt rock is the best",Ska combined elements of Caribbean mento and calypso with American jazz and rhythm and blues.,yeah I like how Ska combined elements of Caribbean mento and calypso and other styles like American jazz for example.,"I agree, alt rock is so much better than grunge. It has a more stripped down sound."
98,Dylan's Candy Bar,How long have they been around?,"Founder Dylan Lauren was featured on the cover of the May 2011 ""Forbes"" magazine for inheriting her father's entrepreneurial genes.",Since 2011 and Dylan Lauren was on the cover of Forbes magazine,"I am not sure but they have locations in New York City, East Hampton, New York, Los Angeles, Chicago and Miami Beach"
99,no_passages_used,"Yes, this type off relationship on and off again drains me, sometimes i dont know myself without here by my side",no_passages_used,Relationships have to be a two-way street!,It sounds like you need to work on your self-esteem and self-worth.  Do you feel like you have a good self-image?
100,Ireland,Ireland,Ireland (; ; Ulster-Scots: ) is an island in the North Atlantic.,Ever been to Ireland in the North Atlantic? Heard it is lovely.,Have you ever been to Ireland? It's a sovereign island in the middle of Europe. Do you like it?
101,American football,I think my favorite team is the cowboys,The team with the most points at the end of a game wins.,"Don't hold this against me, but I like the Patriots. They seem to always be the team with the most points at the end of the game.","The cowboys are a great team. They are based in Dallas, Texas. Do you like football?"
102,Zombie,Zombies are pretty terrifying. Would you agree?,"A zombie (Haitian French: """", ) is a fictional undead being created through the reanimation of a human corpse.","I do, even if they are fictional. The thought of of the undead or the reanimation of the human corpse that feeds of the living creeps me out.","Yes, they are very dangerous. They are attracted to noise, such as gunshots, and to different scents, e.g. humans."
