,topic,last_sentence,checked_sentence,eval_label,generated_sentence
87,Peyton Manning,Peyton Manning,"Peyton Williams Manning (born March 24, 1976) is a former American football quarterback who played 18 seasons in the National Football League (NFL), primarily with the Indianapolis Colts.",Have you heard of Peyton Manning? He's my favourite NFL player.,Peyton Manning is one of my favorite football players. He was a quarterback for the New York Giants.
88,History of the Nintendo Entertainment System,"Interesting, How long have they been in the business?","Nintendo's 8-bit video game console, the Nintendo Entertainment System (NES), known in Japan as the or , was introduced after the video game crash of 1983, and was instrumental in revitalizing the industry.","It was known in Japan as the or , was introduced after the video game crash of 1983, ","Nintendo is one of the world's largest video game companies by market capitalisation, creating some of the best-known and top-selling video game franchises, such as ""Mario"
89,Canada,"I don't know anyone from Canada, what's it like?","Its ten provinces and three territories extend from the Atlantic to the Pacific and northward into the Arctic Ocean, covering , making it the world's second-largest country by total area.",It has 10 provinces,"It is very cold in the north, but hot summers in the southern regions, with four distinct seasons."
90,King Charles Spaniel,Yep mine is a pembroke welsh! What is your other dog's breed?,The King Charles Spaniel (also known as the English Toy Spaniel) is a small dog breed of the spaniel type.,My other dog is a English Toy Spaniel very small dog as well it's breed is from the spaniel.,My other dog is the Cardigan Welsh Corgi and both descend from the line that is the northern spitz type dog (examples include that of the Siberian Husky).
91,National Football League,WOW! All the way back in the 1920's :O How many teams where there back then?,"The NFL agreed to merge with the American Football League (AFL) in 1966, and the first Super Bowl was held at the end of that season; the merger was completed in 1970.","I'm not sure, but it wasn't until 1966 that the first Super Bowl was played.","There were ten teams from four states, all of whom existed in some form as participants of regional leagues in their respective territories."
92,Cinematography,I have always wanted to learn that,"Cinematography (also called ""Direction of Photography"") is the science or art of motion-picture photography by recording light or other electromagnetic radiation, either electronically by means of an image sensor, or chemically by means of a light-sensitive material such as film stock.","Me too, I have learned its the science and or art of recording motion picture photography","Thinking about taking a class on Cinematography, the direction of photography that is used in films and television"
93,List of productions of The Nutcracker,I know a famous ballet is the Nutcracker. Are there other ballets you would recommend?,It may now be the most popular ballet in the world.,"The Nutcracker is the most popular ballet, I would also recommend Swan Lake as well. Those would get your feet wet.","The Nutcracker is the most famous, but there are many others.  I would recommend Swan Lake."
94,Travel,"Honestly, I would prefer flying because it's faster. But, it can be quite annoying especially for long international flights","The term ""travel"" may originate from the Old French word ""travail"", which means 'work'.",I would rather fly also. The word travel actually may originate from the word travail which means works and sometimes that is how I feel going through the airport security! lol,That's true. I'm glad that modern aviation has made long-distance transportation quick and affordable.
95,Peyton Manning,"I have but just casually, this is because I am not a fan of the NFL. I prefer Soccer but tell me more","Peyton Williams Manning (born March 24, 1976) is a former American football quarterback who played 18 seasons in the National Football League (NFL), primarily with the Indianapolis Colts.","He played 18 seasons in the NFL, mainly with the Indianapolis Colts!","Well, he's a retired quarterback for the Denver Broncos, so I guess that's why you're not a fan."
96,Nintendo,How Good is Nintendo in the video game business?,"Founded on 23 September 1889 by Fusajiro Yamauchi, it originally produced handmade hanafuda playing cards.","Founded on 23 September 1889 by Fusajiro Yamauchi, it originally produced handmade game card","Nintendo is one of the world's largest video game companies by market capitalisation, creating some of the best-known and top-selling video game franchises, such as ""Mario"", ""The Legend of Zelda"", and ""Pokémon""."
