,topic,last_sentence,checked_sentence,eval_label,generated_sentence
89,Canada,"I don't know anyone from Canada, what's it like?","Its ten provinces and three territories extend from the Atlantic to the Pacific and northward into the Arctic Ocean, covering , making it the world's second-largest country by total area.",It has 10 provinces,"It is very cold in the north, and hot summers in the southern regions, with four distinct seasons."
90,King Charles Spaniel,Yep mine is a pembroke welsh! What is your other dog's breed?,The King Charles Spaniel (also known as the English Toy Spaniel) is a small dog breed of the spaniel type.,My other dog is a English Toy Spaniel very small dog as well it's breed is from the spaniel.,I have a pembroke Welsh Corgi she is the smallest of the breeds. 
91,National Football League,WOW! All the way back in the 1920's :O How many teams where there back then?,"The NFL agreed to merge with the American Football League (AFL) in 1966, and the first Super Bowl was held at the end of that season; the merger was completed in 1970.","I'm not sure, but it wasn't until 1966 that the first Super Bowl was played.","There were ten teams from four states, all of whom existed in some form as participants of regional leagues in their respective territories."
92,Cinematography,I have always wanted to learn that,"Cinematography (also called ""Direction of Photography"") is the science or art of motion-picture photography by recording light or other electromagnetic radiation, either electronically by means of an image sensor, or chemically by means of a light-sensitive material such as film stock.","Me too, I have learned its the science and or art of recording motion picture photography",Cinematography has uses in many fields of science and business as well as for entertainment purposes and mass communication.
93,List of productions of The Nutcracker,I know a famous ballet is the Nutcracker. Are there other ballets you would recommend?,It may now be the most popular ballet in the world.,"The Nutcracker is the most popular ballet, I would also recommend Swan Lake as well. Those would get your feet wet.","The Nutcracker is one of the most popular ballets, but there are so many more."
94,Travel,"Honestly, I would prefer flying because it's faster. But, it can be quite annoying especially for long international flights","The term ""travel"" may originate from the Old French word ""travail"", which means 'work'.",I would rather fly also. The word travel actually may originate from the word travail which means works and sometimes that is how I feel going through the airport security! lol,"That's true, but modern aviation has made long-distance transportation quick and affordable. Do you have a favorite airline?"
95,Peyton Manning,"I have but just casually, this is because I am not a fan of the NFL. I prefer Soccer but tell me more","Peyton Williams Manning (born March 24, 1976) is a former American football quarterback who played 18 seasons in the National Football League (NFL), primarily with the Indianapolis Colts.","He played 18 seasons in the NFL, mainly with the Indianapolis Colts!","Well he is considered one of the greatest quarterbacks of all time due to his numerous career achievements, he spent 14 seasons with the Colts and was a member of the Denver Broncos in his last four seasons."
96,Nintendo,How Good is Nintendo in the video game business?,"Founded on 23 September 1889 by Fusajiro Yamauchi, it originally produced handmade hanafuda playing cards.","Founded on 23 September 1889 by Fusajiro Yamauchi, it originally produced handmade game card","Nintendo is one of the world's largest video game companies by market capitalisation, creating some of the best-known and top-selling video game franchises, such as ""Mario"
97,Canada,In which provinces are some of your friends?,"Canada is sparsely populated, the majority of its land territory being dominated by forest and tundra and the Rocky Mountains.","My friend lives in a place called Guelph. Canada is sparsely populated, most of its land is dominated by forest","I have friends in Ontario, Quebec, New Brunswick and Nova Scotia. They are all very nice people"
98,Narcissus (plant),"Narcissus (plant)
do you know anything about the Narcissus plant?",Narcissus is a genus of predominantly spring perennial plants in the Amaryllidaceae (amaryllis) family.,I do know that it is pretty much a spring perennial plant.,Narcissus is a genus of predominantly spring perennial plants of the Amaryllidaceae (amaryllis) family.
99,National Football League,Who won that Super Bowl?,"The NFL agreed to merge with the American Football League (AFL) in 1966, and the first Super Bowl was held at the end of that season; the merger was completed in 1970.",I believe The Packers won the first 3 Super Bowls. The NFL merged with the AFL to create the AFC and NFC at the time too and the merger was complete in 1970.,"I'm not sure who won that one, but it was played on January 15, 1967, following the 1966 regular season."
