,topic,last_sentence,checked_sentence,eval_label,generated_sentence
89,Let's Go Bowling,Bowling,"Since the band's inception in 1986, the band's traditional ska style, barbershop harmonies, wisely crafted instrumentals, and its frantic live performances, helped set the standard for dress and culture for West Coast Ska, which in turn, set the groundwork for the Third Wave Movement in 1995.",Yeah and Let's Go Bowling band's traditional ska style helped set the standards for dress and culture for West Coast Ska.,"Bowling has been around for a long time, it was invented in Scotland in 1848. "
90,Dylan's Candy Bar,They have everything! i just love it,"It is owned by Dylan Lauren, daughter of fashion designer Ralph Lauren.",Yes Ralph Laurens daughter Dylan  Lauren owns them,"Dylan's Candy Bar is located in New York City, East Hampton, New York, United States"
91,no_passages_used,"Yes, totally, it saceres me being alone, without her but sometimes we dont get alone that well!",no_passages_used,It seems like you should take time to work on yourself.,"That's so sad, i wonder if true love exists? where you love each other all the way down, and no on and off again."
92,NFL RedZone,that sounds awesome - how do you get that?,"""RedZone"" is based out of the NFL Network studios and is hosted by Scott Hanson, and airs commercial-free.",It is usually included with any package that has NFL Network. You can get it through direcTV. I get mine through Playstation Vue.,"You can watch it on the NFL Network, which is owned and operated by the NFL. You can also watch it online."
93,American football,"American football
I love American football dont you?","American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",I do too! It's a great team sport played on a rectangular field between two goalposts.,I love it too. It's the most popular sport in the US.  It's also closely related to Canadian football.
94,Rick Grimes,He does a decent job. He has been meme'd to death because of that role.,"He awakens from a coma after a life-threatening gun shot wound to find the world overrun by zombies, to which they refer as ""walkers"".",I liked it when he awakens from a coma to find the world that he new is now overrun by zombies.,"Yes, he is a great actor. He was born in England and raised in England. He is a British actor."
95,Harry Potter,It's not so much the tone as it is the fact that Harry was whiny and would constantly put his friends and the entire Hogwarts school at risk.  He had no connection with others' perspectives,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.","Well, the books have more than 500 copies sold worldwide, so some disagree.",Harry Potter and the Philosopher's Stone is the first book in the series. It was published in 1997.
96,Skiing,I would never have guessed that!  Was it invented for practical purposes or just recreation?,The first depiction of a skier with two ski poles dates to 1741.,first depiction of a skier with two ski poles dates to 1741.,"The word ski comes from the Old English word ""skis"" which means to glide on snow."
97,Ska,"I love all of those bands, formative years were spent jammin them, alt rock is the best",Ska combined elements of Caribbean mento and calypso with American jazz and rhythm and blues.,yeah I like how Ska combined elements of Caribbean mento and calypso and other styles like American jazz for example.,"I agree, alt rock is the best genre of music. It has a lot of different styles and influences."
98,Dylan's Candy Bar,How long have they been around?,"Founder Dylan Lauren was featured on the cover of the May 2011 ""Forbes"" magazine for inheriting her father's entrepreneurial genes.",Since 2011 and Dylan Lauren was on the cover of Forbes magazine,"I am not sure but they have locations in New York City, East Hampton, New York, Los Angeles, Chicago and Miami Beach"
99,no_passages_used,"Yes, this type off relationship on and off again drains me, sometimes i dont know myself without here by my side",no_passages_used,Relationships have to be a two-way street!,I understand that. I know it can be hard to be apart from your partner for long periods of time.
100,Ireland,Ireland,Ireland (; ; Ulster-Scots: ) is an island in the North Atlantic.,Ever been to Ireland in the North Atlantic? Heard it is lovely.,Have you ever been to Ireland? It's an island in the middle of the Atlantic Ocean. 
101,American football,I think my favorite team is the cowboys,The team with the most points at the end of a game wins.,"Don't hold this against me, but I like the Patriots. They seem to always be the team with the most points at the end of the game.",I like the Dallas Cowboys too. They're a great American football team and they're based in Texas.
102,Zombie,Zombies are pretty terrifying. Would you agree?,"A zombie (Haitian French: """", ) is a fictional undead being created through the reanimation of a human corpse.","I do, even if they are fictional. The thought of of the undead or the reanimation of the human corpse that feeds of the living creeps me out.","Yes, they are very dangerous. They are attracted to noise, such as gunshots, and to different scents."
103,Harry Potter,"I think that statement, while correct, is highly underselling the popularity of the book. ","They have attracted a wide adult audience as well as younger readers, and are often considered cornerstones of modern young adult literature.",It attracted a wide adult audience in addition to younger readers.,"I agree.  The series has been praised by many critics, but some have criticized it for being too dark."
